Address,Property Type,Sq. Ft.,Owner,Market Value,Assessed Value,Tax,Penalty,Interest,Total
908 Clark Track,COMMERCIAL B,814,908 Clark Track LAND TR Fee Owner,"$480,989 ","$66,174 ",$0 ,$0.00 ,$0.00 ,$0.00 
9583 Wesley Dam Suite 229,RESIDENTIAL,479,9583 Wesley Dam Suite 229 LAND TR Fee Owner,"$886,620 ","$25,225 ",$0 ,$0.00 ,$0.00 ,$0.00 
7755 Andrea Court,RESIDENTIAL,745,7755 Andrea Court LAND TR Fee Owner,"$876,221 ","$73,785 ",$0 ,$0.00 ,$0.00 ,$0.00 
0516 Adam Forks Suite 905,COMMERCIAL A,583,0516 Adam Forks Suite 905 LAND TR Fee Owner,"$233,419 ","$28,978 ",$0 ,$0.00 ,$0.00 ,$0.00 
4830 Deborah Creek,COMMERCIAL B,114,4830 Deborah Creek LAND TR Fee Owner,"$715,029 ","$44,463 ",$0 ,$0.00 ,$0.00 ,$0.00 
7336 Gibson Roads,COMMERCIAL A,881,7336 Gibson Roads LAND TR Fee Owner,"$499,940 ","$93,504 ",$0 ,$0.00 ,$0.00 ,$0.00 
768 Burton Dale,COMMERCIAL B,312,768 Burton Dale LAND TR Fee Owner,"$486,104 ","$14,235 ",$0 ,$0.00 ,$0.00 ,$0.00 
7833 Barron Shoal,COMMERCIAL B,726,7833 Barron Shoal LAND TR Fee Owner,"$756,261 ","$96,494 ",$0 ,$0.00 ,$0.00 ,$0.00 
90117 Castillo Gateway,COMMERCIAL A,382,90117 Castillo Gateway LAND TR Fee Owner,"$886,396 ","$96,825 ",$0 ,$0.00 ,$0.00 ,$0.00 
7564 Richard Shoals,COMMERCIAL A,435,7564 Richard Shoals LAND TR Fee Owner,"$573,013 ","$56,319 ",$0 ,$0.00 ,$0.00 ,$0.00 
36545 Ronald Expressway Apt. 589,COMMERCIAL B,912,36545 Ronald Expressway Apt. 589 LAND TR Fee Owner,"$418,902 ","$14,357 ",$0 ,$0.00 ,$0.00 ,$0.00 
8617 Thompson Fords Apt. 001,COMMERCIAL A,647,8617 Thompson Fords Apt. 001 LAND TR Fee Owner,"$951,742 ","$65,357 ",$0 ,$0.00 ,$0.00 ,$0.00 
85503 Bryan Wall Suite 545,RESIDENTIAL,945,85503 Bryan Wall Suite 545 LAND TR Fee Owner,"$517,124 ","$84,831 ",$0 ,$0.00 ,$0.00 ,$0.00 
88107 Phillip Knolls Apt. 792,COMMERCIAL B,495,88107 Phillip Knolls Apt. 792 LAND TR Fee Owner,"$647,777 ","$68,558 ",$0 ,$0.00 ,$0.00 ,$0.00 
7917 Lucas Center,COMMERCIAL A,134,7917 Lucas Center LAND TR Fee Owner,"$284,237 ","$83,959 ",$0 ,$0.00 ,$0.00 ,$0.00 
370 David Crossing Apt. 815,COMMERCIAL A,546,370 David Crossing Apt. 815 LAND TR Fee Owner,"$369,574 ","$66,196 ",$0 ,$0.00 ,$0.00 ,$0.00 
284 Michelle Mission,RESIDENTIAL,532,284 Michelle Mission LAND TR Fee Owner,"$988,802 ","$89,011 ",$0 ,$0.00 ,$0.00 ,$0.00 
6494 Benjamin Loaf,COMMERCIAL A,838,6494 Benjamin Loaf LAND TR Fee Owner,"$831,670 ","$20,156 ",$0 ,$0.00 ,$0.00 ,$0.00 
12565 Anderson Cliff Suite 443,COMMERCIAL B,372,12565 Anderson Cliff Suite 443 LAND TR Fee Owner,"$295,634 ","$63,271 ",$0 ,$0.00 ,$0.00 ,$0.00 
966 Martin Route,COMMERCIAL A,979,966 Martin Route LAND TR Fee Owner,"$688,137 ","$43,390 ",$0 ,$0.00 ,$0.00 ,$0.00 
3010 Elizabeth Street Apt. 550,COMMERCIAL A,547,3010 Elizabeth Street Apt. 550 LAND TR Fee Owner,"$200,242 ","$29,010 ",$0 ,$0.00 ,$0.00 ,$0.00 
00877 Rose Fields Apt. 185,COMMERCIAL B,155,00877 Rose Fields Apt. 185 LAND TR Fee Owner,"$481,548 ","$41,387 ",$0 ,$0.00 ,$0.00 ,$0.00 
8059 Velasquez Cape,COMMERCIAL B,220,8059 Velasquez Cape LAND TR Fee Owner,"$385,935 ","$86,081 ",$0 ,$0.00 ,$0.00 ,$0.00 
98974 Lewis Trail,COMMERCIAL A,337,98974 Lewis Trail LAND TR Fee Owner,"$254,609 ","$80,158 ",$0 ,$0.00 ,$0.00 ,$0.00 
826 Brown Ford Suite 545,RESIDENTIAL,366,826 Brown Ford Suite 545 LAND TR Fee Owner,"$966,584 ","$26,684 ",$0 ,$0.00 ,$0.00 ,$0.00 
61230 Holland Passage Apt. 101,COMMERCIAL B,418,61230 Holland Passage Apt. 101 LAND TR Fee Owner,"$126,510 ","$66,202 ",$0 ,$0.00 ,$0.00 ,$0.00 
90016 Miller Mall,RESIDENTIAL,351,90016 Miller Mall LAND TR Fee Owner,"$381,370 ","$33,206 ",$0 ,$0.00 ,$0.00 ,$0.00 
3791 Kyle Islands Suite 292,COMMERCIAL A,437,3791 Kyle Islands Suite 292 LAND TR Fee Owner,"$128,311 ","$42,095 ",$0 ,$0.00 ,$0.00 ,$0.00 
53693 Steven Center Apt. 243,RESIDENTIAL,620,53693 Steven Center Apt. 243 LAND TR Fee Owner,"$278,901 ","$92,137 ",$0 ,$0.00 ,$0.00 ,$0.00 
3502 Timothy Ferry,COMMERCIAL B,494,3502 Timothy Ferry LAND TR Fee Owner,"$227,854 ","$73,226 ",$0 ,$0.00 ,$0.00 ,$0.00 
21468 Mary Radial,COMMERCIAL A,273,21468 Mary Radial LAND TR Fee Owner,"$270,392 ","$55,797 ",$0 ,$0.00 ,$0.00 ,$0.00 
1915 Michele Lakes Apt. 938,COMMERCIAL A,265,1915 Michele Lakes Apt. 938 LAND TR Fee Owner,"$484,217 ","$71,445 ",$0 ,$0.00 ,$0.00 ,$0.00 
517 Barker Squares Apt. 484,COMMERCIAL B,502,517 Barker Squares Apt. 484 LAND TR Fee Owner,"$544,491 ","$13,083 ",$0 ,$0.00 ,$0.00 ,$0.00 
524 Heather Villages Suite 464,COMMERCIAL B,228,524 Heather Villages Suite 464 LAND TR Fee Owner,"$979,191 ","$31,303 ",$0 ,$0.00 ,$0.00 ,$0.00 
49769 Robinson Rue Suite 176,RESIDENTIAL,622,49769 Robinson Rue Suite 176 LAND TR Fee Owner,"$103,550 ","$94,578 ",$0 ,$0.00 ,$0.00 ,$0.00 
84443 Douglas Plain Apt. 023,RESIDENTIAL,464,84443 Douglas Plain Apt. 023 LAND TR Fee Owner,"$532,962 ","$73,936 ",$0 ,$0.00 ,$0.00 ,$0.00 
6315 Acosta Point,RESIDENTIAL,187,6315 Acosta Point LAND TR Fee Owner,"$372,784 ","$46,901 ",$0 ,$0.00 ,$0.00 ,$0.00 
4028 Melissa Fort Suite 345,COMMERCIAL A,274,4028 Melissa Fort Suite 345 LAND TR Fee Owner,"$106,121 ","$58,247 ",$0 ,$0.00 ,$0.00 ,$0.00 
3069 Baker Island,RESIDENTIAL,579,3069 Baker Island LAND TR Fee Owner,"$739,510 ","$24,789 ",$0 ,$0.00 ,$0.00 ,$0.00 
24052 Sandra Run Apt. 214,RESIDENTIAL,269,24052 Sandra Run Apt. 214 LAND TR Fee Owner,"$519,885 ","$43,731 ",$0 ,$0.00 ,$0.00 ,$0.00 
039 Benjamin Ways,COMMERCIAL A,737,039 Benjamin Ways LAND TR Fee Owner,"$131,995 ","$97,811 ",$0 ,$0.00 ,$0.00 ,$0.00 
7249 Tracy Shores,RESIDENTIAL,976,7249 Tracy Shores LAND TR Fee Owner,"$377,928 ","$71,880 ",$0 ,$0.00 ,$0.00 ,$0.00 
2581 Livingston Shoal Suite 994,RESIDENTIAL,830,2581 Livingston Shoal Suite 994 LAND TR Fee Owner,"$908,950 ","$88,115 ",$0 ,$0.00 ,$0.00 ,$0.00 
8391 Walters Creek,COMMERCIAL B,624,8391 Walters Creek LAND TR Fee Owner,"$845,536 ","$58,222 ",$0 ,$0.00 ,$0.00 ,$0.00 
3645 Jones Estate,COMMERCIAL A,751,3645 Jones Estate LAND TR Fee Owner,"$453,853 ","$83,074 ",$0 ,$0.00 ,$0.00 ,$0.00 
368 John Harbor Suite 874,RESIDENTIAL,358,368 John Harbor Suite 874 LAND TR Fee Owner,"$945,562 ","$60,163 ",$0 ,$0.00 ,$0.00 ,$0.00 
4631 David Centers Apt. 309,COMMERCIAL A,219,4631 David Centers Apt. 309 LAND TR Fee Owner,"$543,599 ","$85,428 ",$0 ,$0.00 ,$0.00 ,$0.00 
2413 Goodwin Viaduct,COMMERCIAL B,282,2413 Goodwin Viaduct LAND TR Fee Owner,"$381,394 ","$32,224 ",$0 ,$0.00 ,$0.00 ,$0.00 
77511 Corey Estates,COMMERCIAL B,300,77511 Corey Estates LAND TR Fee Owner,"$254,299 ","$38,420 ",$0 ,$0.00 ,$0.00 ,$0.00 
195 Kenneth Ridge Suite 179,COMMERCIAL B,868,195 Kenneth Ridge Suite 179 LAND TR Fee Owner,"$759,276 ","$79,012 ",$0 ,$0.00 ,$0.00 ,$0.00 
5891 Banks Valley,RESIDENTIAL,122,5891 Banks Valley LAND TR Fee Owner,"$685,710 ","$61,680 ",$0 ,$0.00 ,$0.00 ,$0.00 
61635 Ashley Lodge,COMMERCIAL A,930,61635 Ashley Lodge LAND TR Fee Owner,"$771,899 ","$31,380 ",$0 ,$0.00 ,$0.00 ,$0.00 
0922 Angela Street Suite 212,COMMERCIAL A,474,0922 Angela Street Suite 212 LAND TR Fee Owner,"$893,511 ","$38,195 ",$0 ,$0.00 ,$0.00 ,$0.00 
89951 Harrell Crossroad Suite 923,COMMERCIAL A,119,89951 Harrell Crossroad Suite 923 LAND TR Fee Owner,"$236,487 ","$27,710 ",$0 ,$0.00 ,$0.00 ,$0.00 
07625 Chelsea Crossroad Apt. 902,RESIDENTIAL,454,07625 Chelsea Crossroad Apt. 902 LAND TR Fee Owner,"$868,632 ","$76,663 ",$0 ,$0.00 ,$0.00 ,$0.00 
844 Carol Ford Suite 536,COMMERCIAL A,788,844 Carol Ford Suite 536 LAND TR Fee Owner,"$420,126 ","$44,401 ",$0 ,$0.00 ,$0.00 ,$0.00 
381 Melissa Station,COMMERCIAL B,964,381 Melissa Station LAND TR Fee Owner,"$887,198 ","$26,035 ",$0 ,$0.00 ,$0.00 ,$0.00 
19818 Tony Rapids Apt. 345,COMMERCIAL A,132,19818 Tony Rapids Apt. 345 LAND TR Fee Owner,"$708,914 ","$88,117 ",$0 ,$0.00 ,$0.00 ,$0.00 
7293 Dunn Cliff Apt. 121,RESIDENTIAL,889,7293 Dunn Cliff Apt. 121 LAND TR Fee Owner,"$314,043 ","$89,911 ",$0 ,$0.00 ,$0.00 ,$0.00 
632 Fox Ways Apt. 630,RESIDENTIAL,329,632 Fox Ways Apt. 630 LAND TR Fee Owner,"$677,104 ","$66,784 ",$0 ,$0.00 ,$0.00 ,$0.00 
5209 Shawn Crossroad,RESIDENTIAL,891,5209 Shawn Crossroad LAND TR Fee Owner,"$962,868 ","$63,199 ",$0 ,$0.00 ,$0.00 ,$0.00 
7075 Hannah Lodge,COMMERCIAL B,165,7075 Hannah Lodge LAND TR Fee Owner,"$524,470 ","$48,250 ",$0 ,$0.00 ,$0.00 ,$0.00 
316 Martin Landing Apt. 493,RESIDENTIAL,929,316 Martin Landing Apt. 493 LAND TR Fee Owner,"$872,391 ","$50,292 ",$0 ,$0.00 ,$0.00 ,$0.00 
248 Benson Forges,COMMERCIAL A,947,248 Benson Forges LAND TR Fee Owner,"$167,515 ","$81,075 ",$0 ,$0.00 ,$0.00 ,$0.00 
38838 Russell Ways Apt. 366,COMMERCIAL A,190,38838 Russell Ways Apt. 366 LAND TR Fee Owner,"$334,670 ","$61,607 ",$0 ,$0.00 ,$0.00 ,$0.00 
228 Ramos Locks,COMMERCIAL B,884,228 Ramos Locks LAND TR Fee Owner,"$103,706 ","$84,145 ",$0 ,$0.00 ,$0.00 ,$0.00 
46892 Fry Islands,RESIDENTIAL,579,46892 Fry Islands LAND TR Fee Owner,"$318,754 ","$83,879 ",$0 ,$0.00 ,$0.00 ,$0.00 
55101 Brian Point Suite 863,COMMERCIAL A,541,55101 Brian Point Suite 863 LAND TR Fee Owner,"$565,088 ","$46,914 ",$0 ,$0.00 ,$0.00 ,$0.00 
73069 Brown Drives Apt. 482,RESIDENTIAL,832,73069 Brown Drives Apt. 482 LAND TR Fee Owner,"$776,987 ","$58,694 ",$0 ,$0.00 ,$0.00 ,$0.00 
313 Norman Burg Apt. 125,RESIDENTIAL,412,313 Norman Burg Apt. 125 LAND TR Fee Owner,"$996,600 ","$88,534 ",$0 ,$0.00 ,$0.00 ,$0.00 
311 Lucero Camp Apt. 438,RESIDENTIAL,749,311 Lucero Camp Apt. 438 LAND TR Fee Owner,"$464,310 ","$77,709 ",$0 ,$0.00 ,$0.00 ,$0.00 
3266 Walker Lodge Suite 484,RESIDENTIAL,552,3266 Walker Lodge Suite 484 LAND TR Fee Owner,"$467,967 ","$54,736 ",$0 ,$0.00 ,$0.00 ,$0.00 
032 George Inlet,COMMERCIAL A,927,032 George Inlet LAND TR Fee Owner,"$485,485 ","$75,907 ",$0 ,$0.00 ,$0.00 ,$0.00 
145 Atkinson Gateway Suite 454,COMMERCIAL B,570,145 Atkinson Gateway Suite 454 LAND TR Fee Owner,"$379,934 ","$12,026 ",$0 ,$0.00 ,$0.00 ,$0.00 
1118 Gary Springs Suite 423,COMMERCIAL B,814,1118 Gary Springs Suite 423 LAND TR Fee Owner,"$493,307 ","$51,644 ",$0 ,$0.00 ,$0.00 ,$0.00 
730 Sherman Cape Suite 393,RESIDENTIAL,874,730 Sherman Cape Suite 393 LAND TR Fee Owner,"$365,723 ","$66,406 ",$0 ,$0.00 ,$0.00 ,$0.00 
275 Horton Light,COMMERCIAL A,493,275 Horton Light LAND TR Fee Owner,"$927,872 ","$43,331 ",$0 ,$0.00 ,$0.00 ,$0.00 
5568 Daniel Rest,COMMERCIAL A,955,5568 Daniel Rest LAND TR Fee Owner,"$543,544 ","$94,726 ",$0 ,$0.00 ,$0.00 ,$0.00 
202 Heather Stream,COMMERCIAL A,622,202 Heather Stream LAND TR Fee Owner,"$157,765 ","$91,323 ",$0 ,$0.00 ,$0.00 ,$0.00 
05768 Lewis Mount Suite 215,COMMERCIAL B,514,05768 Lewis Mount Suite 215 LAND TR Fee Owner,"$578,407 ","$76,443 ",$0 ,$0.00 ,$0.00 ,$0.00 
504 Suzanne Neck,COMMERCIAL A,241,504 Suzanne Neck LAND TR Fee Owner,"$690,778 ","$19,083 ",$0 ,$0.00 ,$0.00 ,$0.00 
69379 Jared Inlet,COMMERCIAL A,537,69379 Jared Inlet LAND TR Fee Owner,"$743,451 ","$71,862 ",$0 ,$0.00 ,$0.00 ,$0.00 
984 Watson Isle,COMMERCIAL B,554,984 Watson Isle LAND TR Fee Owner,"$708,531 ","$62,804 ",$0 ,$0.00 ,$0.00 ,$0.00 
59750 Dawn Gateway,COMMERCIAL A,171,59750 Dawn Gateway LAND TR Fee Owner,"$847,078 ","$23,686 ",$0 ,$0.00 ,$0.00 ,$0.00 
961 Ramirez Trace Apt. 869,COMMERCIAL B,531,961 Ramirez Trace Apt. 869 LAND TR Fee Owner,"$169,096 ","$18,405 ",$0 ,$0.00 ,$0.00 ,$0.00 
57129 Marvin Trace Suite 961,COMMERCIAL A,380,57129 Marvin Trace Suite 961 LAND TR Fee Owner,"$330,777 ","$62,127 ",$0 ,$0.00 ,$0.00 ,$0.00 
0917 Eric Falls Apt. 128,RESIDENTIAL,200,0917 Eric Falls Apt. 128 LAND TR Fee Owner,"$657,546 ","$57,100 ",$0 ,$0.00 ,$0.00 ,$0.00 
35061 Thompson Causeway,COMMERCIAL B,845,35061 Thompson Causeway LAND TR Fee Owner,"$493,860 ","$71,865 ",$0 ,$0.00 ,$0.00 ,$0.00 
3810 Carrillo Dale Suite 452,RESIDENTIAL,417,3810 Carrillo Dale Suite 452 LAND TR Fee Owner,"$841,098 ","$79,014 ",$0 ,$0.00 ,$0.00 ,$0.00 
68568 Lawson Walks Suite 430,COMMERCIAL B,534,68568 Lawson Walks Suite 430 LAND TR Fee Owner,"$686,436 ","$21,324 ",$0 ,$0.00 ,$0.00 ,$0.00 
22228 Taylor Isle,RESIDENTIAL,273,22228 Taylor Isle LAND TR Fee Owner,"$433,081 ","$48,599 ",$0 ,$0.00 ,$0.00 ,$0.00 
3261 Frederick Extension,RESIDENTIAL,1000,3261 Frederick Extension LAND TR Fee Owner,"$992,273 ","$34,545 ",$0 ,$0.00 ,$0.00 ,$0.00 
661 Mariah Branch,RESIDENTIAL,928,661 Mariah Branch LAND TR Fee Owner,"$203,008 ","$57,235 ",$0 ,$0.00 ,$0.00 ,$0.00 
00860 Howard Lights Apt. 163,COMMERCIAL A,113,00860 Howard Lights Apt. 163 LAND TR Fee Owner,"$686,216 ","$88,817 ",$0 ,$0.00 ,$0.00 ,$0.00 
755 Arnold Falls,COMMERCIAL B,223,755 Arnold Falls LAND TR Fee Owner,"$623,325 ","$31,181 ",$0 ,$0.00 ,$0.00 ,$0.00 
703 Anderson Station,COMMERCIAL A,200,703 Anderson Station LAND TR Fee Owner,"$861,927 ","$11,463 ",$0 ,$0.00 ,$0.00 ,$0.00 
925 Miller Court,RESIDENTIAL,365,925 Miller Court LAND TR Fee Owner,"$872,159 ","$37,371 ",$0 ,$0.00 ,$0.00 ,$0.00 
365 Robert Knoll,COMMERCIAL B,218,365 Robert Knoll LAND TR Fee Owner,"$764,189 ","$38,722 ",$0 ,$0.00 ,$0.00 ,$0.00 
858 Robin Ridge Apt. 658,COMMERCIAL B,376,858 Robin Ridge Apt. 658 LAND TR Fee Owner,"$111,202 ","$63,995 ",$0 ,$0.00 ,$0.00 ,$0.00 
967 Adam Rue,COMMERCIAL A,798,967 Adam Rue LAND TR Fee Owner,"$806,938 ","$78,784 ",$0 ,$0.00 ,$0.00 ,$0.00 
38840 Glover Forest Apt. 006,RESIDENTIAL,601,38840 Glover Forest Apt. 006 LAND TR Fee Owner,"$402,783 ","$20,847 ",$0 ,$0.00 ,$0.00 ,$0.00 
1830 Smith Squares Suite 908,RESIDENTIAL,278,1830 Smith Squares Suite 908 LAND TR Fee Owner,"$755,296 ","$96,136 ",$0 ,$0.00 ,$0.00 ,$0.00 
762 Jeremy Mews Suite 398,COMMERCIAL B,450,762 Jeremy Mews Suite 398 LAND TR Fee Owner,"$396,817 ","$67,193 ",$0 ,$0.00 ,$0.00 ,$0.00 
390 Kline Ferry,COMMERCIAL B,309,390 Kline Ferry LAND TR Fee Owner,"$405,902 ","$43,377 ",$0 ,$0.00 ,$0.00 ,$0.00 
0490 Kristen Shoal,COMMERCIAL B,177,0490 Kristen Shoal LAND TR Fee Owner,"$197,707 ","$61,601 ",$0 ,$0.00 ,$0.00 ,$0.00 
96780 Murillo Port,COMMERCIAL A,542,96780 Murillo Port LAND TR Fee Owner,"$328,179 ","$13,351 ",$0 ,$0.00 ,$0.00 ,$0.00 
076 Torres Valleys Suite 165,COMMERCIAL B,297,076 Torres Valleys Suite 165 LAND TR Fee Owner,"$539,022 ","$29,528 ",$0 ,$0.00 ,$0.00 ,$0.00 
6718 Rebecca Dam Suite 749,RESIDENTIAL,967,6718 Rebecca Dam Suite 749 LAND TR Fee Owner,"$825,932 ","$26,694 ",$0 ,$0.00 ,$0.00 ,$0.00 
888 Cervantes Harbor Apt. 022,COMMERCIAL B,673,888 Cervantes Harbor Apt. 022 LAND TR Fee Owner,"$628,772 ","$46,923 ",$0 ,$0.00 ,$0.00 ,$0.00 
955 Shannon Hollow Apt. 123,COMMERCIAL B,748,955 Shannon Hollow Apt. 123 LAND TR Fee Owner,"$942,190 ","$86,731 ",$0 ,$0.00 ,$0.00 ,$0.00 
61741 Anderson Courts Apt. 984,RESIDENTIAL,653,61741 Anderson Courts Apt. 984 LAND TR Fee Owner,"$646,185 ","$56,579 ",$0 ,$0.00 ,$0.00 ,$0.00 
6349 Leah Center Suite 292,COMMERCIAL A,401,6349 Leah Center Suite 292 LAND TR Fee Owner,"$298,017 ","$40,405 ",$0 ,$0.00 ,$0.00 ,$0.00 
31365 Jones Shore Suite 438,COMMERCIAL A,924,31365 Jones Shore Suite 438 LAND TR Fee Owner,"$799,556 ","$54,361 ",$0 ,$0.00 ,$0.00 ,$0.00 
705 Dylan Views,COMMERCIAL A,408,705 Dylan Views LAND TR Fee Owner,"$130,716 ","$16,251 ",$0 ,$0.00 ,$0.00 ,$0.00 
6120 Rich Lake,COMMERCIAL A,546,6120 Rich Lake LAND TR Fee Owner,"$549,588 ","$55,339 ",$0 ,$0.00 ,$0.00 ,$0.00 
252 Cameron Lock,RESIDENTIAL,583,252 Cameron Lock LAND TR Fee Owner,"$229,838 ","$22,257 ",$0 ,$0.00 ,$0.00 ,$0.00 
188 Mccoy Divide,COMMERCIAL A,934,188 Mccoy Divide LAND TR Fee Owner,"$381,062 ","$20,350 ",$0 ,$0.00 ,$0.00 ,$0.00 
090 Blake Lakes,COMMERCIAL B,963,090 Blake Lakes LAND TR Fee Owner,"$282,517 ","$25,878 ",$0 ,$0.00 ,$0.00 ,$0.00 
74196 Lee Island,COMMERCIAL A,441,74196 Lee Island LAND TR Fee Owner,"$681,530 ","$11,371 ",$0 ,$0.00 ,$0.00 ,$0.00 
79789 James Meadow,COMMERCIAL A,399,79789 James Meadow LAND TR Fee Owner,"$443,660 ","$39,837 ",$0 ,$0.00 ,$0.00 ,$0.00 
2818 Meyers Flat,COMMERCIAL A,356,2818 Meyers Flat LAND TR Fee Owner,"$931,239 ","$42,128 ",$0 ,$0.00 ,$0.00 ,$0.00 
564 Cynthia Parks,COMMERCIAL A,376,564 Cynthia Parks LAND TR Fee Owner,"$126,698 ","$87,294 ",$0 ,$0.00 ,$0.00 ,$0.00 
213 Morgan Overpass Suite 076,COMMERCIAL A,777,213 Morgan Overpass Suite 076 LAND TR Fee Owner,"$129,011 ","$28,756 ",$0 ,$0.00 ,$0.00 ,$0.00 
41954 Evans Islands,COMMERCIAL B,126,41954 Evans Islands LAND TR Fee Owner,"$536,777 ","$34,936 ",$0 ,$0.00 ,$0.00 ,$0.00 
67725 Alexander Alley Suite 392,COMMERCIAL A,365,67725 Alexander Alley Suite 392 LAND TR Fee Owner,"$521,599 ","$97,411 ",$0 ,$0.00 ,$0.00 ,$0.00 
672 Douglas Squares,RESIDENTIAL,725,672 Douglas Squares LAND TR Fee Owner,"$318,456 ","$35,588 ",$0 ,$0.00 ,$0.00 ,$0.00 
43175 Jennifer Road Suite 460,RESIDENTIAL,315,43175 Jennifer Road Suite 460 LAND TR Fee Owner,"$515,760 ","$15,510 ",$0 ,$0.00 ,$0.00 ,$0.00 
44122 Whitehead Mall,RESIDENTIAL,180,44122 Whitehead Mall LAND TR Fee Owner,"$166,246 ","$52,342 ",$0 ,$0.00 ,$0.00 ,$0.00 
28228 Keith Island Suite 874,COMMERCIAL A,566,28228 Keith Island Suite 874 LAND TR Fee Owner,"$976,364 ","$96,965 ",$0 ,$0.00 ,$0.00 ,$0.00 
3040 Chapman Dam,RESIDENTIAL,444,3040 Chapman Dam LAND TR Fee Owner,"$857,734 ","$18,461 ",$0 ,$0.00 ,$0.00 ,$0.00 
903 Camacho Junction,COMMERCIAL B,945,903 Camacho Junction LAND TR Fee Owner,"$405,093 ","$72,058 ",$0 ,$0.00 ,$0.00 ,$0.00 
852 Mario Locks,RESIDENTIAL,654,852 Mario Locks LAND TR Fee Owner,"$385,212 ","$71,231 ",$0 ,$0.00 ,$0.00 ,$0.00 
19532 Brown Drive,COMMERCIAL B,846,19532 Brown Drive LAND TR Fee Owner,"$188,578 ","$42,549 ",$0 ,$0.00 ,$0.00 ,$0.00 
305 Heath Spurs,COMMERCIAL B,353,305 Heath Spurs LAND TR Fee Owner,"$701,495 ","$62,559 ",$0 ,$0.00 ,$0.00 ,$0.00 
17052 Terry Club,COMMERCIAL A,951,17052 Terry Club LAND TR Fee Owner,"$281,056 ","$71,853 ",$0 ,$0.00 ,$0.00 ,$0.00 
02790 Brown Island,RESIDENTIAL,264,02790 Brown Island LAND TR Fee Owner,"$142,517 ","$87,374 ",$0 ,$0.00 ,$0.00 ,$0.00 
7093 Davis Hills,RESIDENTIAL,351,7093 Davis Hills LAND TR Fee Owner,"$875,527 ","$72,533 ",$0 ,$0.00 ,$0.00 ,$0.00 
25410 Rasmussen Land,COMMERCIAL A,122,25410 Rasmussen Land LAND TR Fee Owner,"$792,200 ","$76,758 ",$0 ,$0.00 ,$0.00 ,$0.00 
6689 Reyes Island Suite 217,COMMERCIAL B,813,6689 Reyes Island Suite 217 LAND TR Fee Owner,"$765,080 ","$51,115 ",$0 ,$0.00 ,$0.00 ,$0.00 
7899 Beck Points,COMMERCIAL A,413,7899 Beck Points LAND TR Fee Owner,"$129,641 ","$13,309 ",$0 ,$0.00 ,$0.00 ,$0.00 
5088 Maria Way Suite 165,COMMERCIAL B,930,5088 Maria Way Suite 165 LAND TR Fee Owner,"$634,848 ","$35,831 ",$0 ,$0.00 ,$0.00 ,$0.00 
7755 Rachael Forges Apt. 838,RESIDENTIAL,468,7755 Rachael Forges Apt. 838 LAND TR Fee Owner,"$513,327 ","$67,263 ",$0 ,$0.00 ,$0.00 ,$0.00 
69785 Gabrielle Highway,RESIDENTIAL,402,69785 Gabrielle Highway LAND TR Fee Owner,"$139,693 ","$96,718 ",$0 ,$0.00 ,$0.00 ,$0.00 
83107 Lewis Mountains,RESIDENTIAL,394,83107 Lewis Mountains LAND TR Fee Owner,"$749,113 ","$38,022 ",$0 ,$0.00 ,$0.00 ,$0.00 
5423 Curtis Station,RESIDENTIAL,547,5423 Curtis Station LAND TR Fee Owner,"$149,053 ","$27,548 ",$0 ,$0.00 ,$0.00 ,$0.00 
90236 Anthony Alley,COMMERCIAL B,551,90236 Anthony Alley LAND TR Fee Owner,"$348,217 ","$79,391 ",$0 ,$0.00 ,$0.00 ,$0.00 
3828 Jennifer Courts Apt. 597,COMMERCIAL A,978,3828 Jennifer Courts Apt. 597 LAND TR Fee Owner,"$583,764 ","$71,934 ",$0 ,$0.00 ,$0.00 ,$0.00 
0433 Joseph Drive,COMMERCIAL A,186,0433 Joseph Drive LAND TR Fee Owner,"$183,460 ","$25,125 ",$0 ,$0.00 ,$0.00 ,$0.00 
0474 Henson Dam,COMMERCIAL A,984,0474 Henson Dam LAND TR Fee Owner,"$498,487 ","$60,310 ",$0 ,$0.00 ,$0.00 ,$0.00 
220 Kim Cliff Suite 923,COMMERCIAL B,470,220 Kim Cliff Suite 923 LAND TR Fee Owner,"$833,136 ","$17,622 ",$0 ,$0.00 ,$0.00 ,$0.00 
98045 Weiss Throughway,COMMERCIAL B,251,98045 Weiss Throughway LAND TR Fee Owner,"$895,511 ","$50,208 ",$0 ,$0.00 ,$0.00 ,$0.00 
7578 Clarke Club,COMMERCIAL B,175,7578 Clarke Club LAND TR Fee Owner,"$516,825 ","$84,009 ",$0 ,$0.00 ,$0.00 ,$0.00 
060 Foster Shoals,RESIDENTIAL,589,060 Foster Shoals LAND TR Fee Owner,"$746,679 ","$67,275 ",$0 ,$0.00 ,$0.00 ,$0.00 
531 Jordan Valleys Apt. 741,RESIDENTIAL,326,531 Jordan Valleys Apt. 741 LAND TR Fee Owner,"$211,665 ","$35,765 ",$0 ,$0.00 ,$0.00 ,$0.00 
0687 Stone Vista Suite 672,COMMERCIAL B,631,0687 Stone Vista Suite 672 LAND TR Fee Owner,"$388,079 ","$57,442 ",$0 ,$0.00 ,$0.00 ,$0.00 
07991 Steven Parkways Apt. 630,COMMERCIAL B,339,07991 Steven Parkways Apt. 630 LAND TR Fee Owner,"$410,138 ","$62,971 ",$0 ,$0.00 ,$0.00 ,$0.00 
